G1x,G1y,G1z,G2x,G2y,G2z,Vb1,Vb2,Ac1,AC2,Labels
-0.081946,-1.1608,0.17124,-0.1455,-0.085744,-0.23019,1.38E-03,3.19E-03,-0.045303,-0.010124,Imbalance
-0.080515,-1.0184,-0.060235,0.32113,0.02791,-0.2135,7.96E-04,3.44E-03,-0.050234,0.000725,Imbalance
-0.079982,-1.0855,0.31656,-0.45966,-0.079404,-0.22071,2.92E-04,3.55E-03,-0.052864,0.011246,Imbalance
-0.075991,-0.97788,-0.18918,0.42392,0.051417,-0.21037,1.32E-03,3.28E-03,-0.053522,0.004342,Imbalance
-0.074515,-1.1231,0.36884,-0.33012,-0.078672,-0.2224,9.26E-04,3.15E-03,-0.051878,0.001712,Imbalance
-0.075926,-1.0642,-0.1736,0.33606,0.032271,-0.21859,2.62E-05,3.34E-03,-0.055166,0.011575,Imbalance
-0.076337,-1.1043,0.25426,-0.082623,-0.027681,-0.22146,1.09E-03,3.68E-03,-0.058125,0.007958,Imbalance
-0.076472,-1.1433,-0.026892,0.10878,0.0013123,-0.22627,1.81E-03,3.50E-03,-0.057139,-0.004206,Imbalance
-0.07232,-1.0326,0.065251,0.17993,0.021622,-0.20896,6.60E-04,3.23E-03,-0.058782,-0.018015,Imbalance
-0.076838,-1.1543,0.13758,-0.1204,-0.065415,-0.22588,-3.85E-04,3.35E-03,-0.060097,-0.024919,Imbalance
-0.074572,-1.0169,-0.091192,0.3996,0.043607,-0.21073,-6.18E-04,3.28E-03,-0.061084,-0.031166,Imbalance
-0.078012,-1.1832,0.25005,-0.33732,-0.075075,-0.22585,1.98E-03,3.40E-03,-0.063056,-0.02196,Imbalance
-0.076485,-1.0533,-0.18229,0.45017,0.053094,-0.21004,3.63E-03,2.52E-03,-0.065029,-0.011439,Imbalance
-0.076883,-1.1244,0.36322,-0.23601,-0.062884,-0.21632,1.93E-04,2.59E-03,-0.066673,-0.020645,Imbalance
-0.076157,-1.078,-0.12254,0.31131,0.0075233,-0.21342,-1.62E-03,3.83E-03,-0.067002,-0.013412,Imbalance
-0.075259,-1.0985,0.19083,-0.074343,-0.033577,-0.21365,1.36E-03,3.93E-03,-0.067002,-0.013083,Imbalance
-0.073866,-1.1542,-0.018885,0.00045856,-0.028413,-0.21816,2.10E-03,3.78E-03,-0.06733,-0.020316,Imbalance
-0.073058,-1.0476,0.047777,0.21796,0.013175,-0.20597,2.09E-04,3.71E-03,-0.069303,-0.050892,Imbalance
-0.075445,-1.1697,0.17528,-0.3518,-0.074555,-0.22224,9.66E-04,3.65E-03,-0.074235,-0.060755,Imbalance
-0.074354,-1.0048,-0.12339,0.42358,0.041879,-0.20536,-3.41E-04,3.74E-03,-0.077194,-0.039385,Imbalance
-0.073173,-1.1275,0.33572,-0.46783,-0.078319,-0.21611,5.07E-04,2.87E-03,-0.078509,-0.022289,Imbalance
-0.069259,-1.0121,-0.19244,0.43093,0.035668,-0.20227,3.03E-03,2.14E-03,-0.079166,-0.02196,Imbalance
-0.067025,-1.0782,0.3391,-0.38218,-0.059455,-0.20759,7.62E-04,3.20E-03,-0.077194,-0.030508,Imbalance
-0.072884,-1.0414,-0.10974,0.18443,0.0051789,-0.20774,-6.25E-04,3.35E-03,-0.074892,-0.033467,Imbalance
-0.072461,-1.0172,0.16421,-0.081371,-0.011052,-0.20508,-2.26E-04,3.46E-03,-0.07555,-0.030508,Imbalance
-0.075509,-1.0889,0.045562,-0.19928,-0.028432,-0.21456,1.03E-03,3.33E-03,-0.075879,-0.023604,Imbalance
-0.075708,-0.96291,-0.012411,0.27628,0.038957,-0.19974,2.44E-03,3.47E-03,-0.077194,-0.040042,Imbalance
-0.07739,-1.0934,0.27833,-0.46044,-0.071029,-0.21425,-7.76E-04,4.30E-03,-0.079166,-0.043988,Imbalance
-0.074746,-0.95374,-0.16761,0.43313,0.060114,-0.19727,-8.68E-04,3.58E-03,-0.07818,-0.033138,Imbalance
-0.07463,-1.0851,0.31576,-0.5494,-0.073848,-0.20946,2.11E-03,2.72E-03,-0.077522,-0.021631,Imbalance
-0.072634,-0.97666,-0.21369,0.3676,0.028308,-0.19834,1.09E-03,2.60E-03,-0.077851,-0.016042,Imbalance
-0.073969,-1.02,0.32985,-0.33431,-0.0586,-0.20125,6.46E-04,3.44E-03,-0.076536,-0.038727,Imbalance
-0.073802,-1.0314,-0.083915,0.074643,-0.010281,-0.20098,7.52E-04,3.77E-03,-0.075879,-0.047275,Imbalance
-0.071505,-0.98558,0.1509,0.0028804,-0.0060804,-0.19271,6.20E-05,3.36E-03,-0.072262,-0.050563,Imbalance
-0.072313,-1.0856,0.10042,-0.28793,-0.052775,-0.20217,1.30E-03,2.85E-03,-0.068646,-0.038399,Imbalance
-0.068283,-0.95186,-0.048552,0.32293,0.046452,-0.18493,1.14E-03,3.54E-03,-0.068974,-0.019658,Imbalance
-0.067115,-1.0863,0.31228,-0.50588,-0.064908,-0.19662,2.15E-05,4.03E-03,-0.069961,-0.020316,Imbalance
-0.06614,-0.94909,-0.17516,0.45326,0.061578,-0.18317,3.95E-04,3.13E-03,-0.071605,-0.021631,Imbalance
-0.068803,-1.0708,0.35998,-0.50532,-0.073399,-0.19396,2.04E-04,2.63E-03,-0.070289,-0.024919,Imbalance
-0.067333,-0.9972,-0.1938,0.31357,0.015353,-0.18529,1.49E-03,3.00E-03,-0.066673,-0.0167,Imbalance
-0.068219,-1.0277,0.29004,-0.24996,-0.054522,-0.18573,1.30E-03,3.79E-03,-0.063714,-0.047604,Imbalance
-0.066615,-1.0519,-0.052593,-0.010192,-0.045196,-0.18755,-6.90E-04,3.63E-03,-0.063056,-0.051549,Imbalance
-0.061481,-0.96745,0.11106,0.11261,-0.032305,-0.17268,4.16E-04,3.26E-03,-0.065029,-0.038399,Imbalance
-0.059774,-1.0835,0.18687,-0.34594,-0.10264,-0.18197,1.09E-03,2.87E-03,-0.069632,-0.018343,Imbalance
-0.056578,-0.95724,-0.10256,0.38467,0.019393,-0.16452,2.43E-04,3.27E-03,-0.071933,-0.024919,Imbalance
-0.058413,-1.1086,0.29807,-0.54737,-0.090407,-0.17891,9.02E-04,3.08E-03,-0.069632,-0.04333,Imbalance
-0.055987,-0.97459,-0.20183,0.44438,0.049632,-0.16499,3.58E-04,3.46E-03,-0.071605,-0.029193,Imbalance
-0.05858,-1.0627,0.3236,-0.47433,-0.044451,-0.17451,2.83E-04,3.44E-03,-0.071933,-0.026234,Imbalance
-0.057136,-1.003,-0.16866,0.23508,0.046716,-0.16948,9.29E-04,3.57E-03,-0.069632,-0.029522,Imbalance
-0.051829,-0.98938,0.22547,-0.18718,0.015019,-0.16253,2.99E-04,3.56E-03,-0.071933,-0.052536,Imbalance
-0.052162,-1.0335,-0.0034057,-0.11537,0.00097193,-0.16809,4.04E-04,3.49E-03,-0.074892,-0.052207,Imbalance
-0.055185,-0.93662,0.045367,0.185,0.038912,-0.1596,7.62E-04,3.09E-03,-0.079166,-0.042673,Imbalance
-0.058439,-1.0655,0.18348,-0.42683,-0.052004,-0.17511,4.79E-04,2.75E-03,-0.084098,-0.055495,Imbalance
-0.054871,-0.91797,-0.11745,0.42852,0.058675,-0.15662,9.97E-04,3.24E-03,-0.08607,-0.056152,Imbalance
-0.051418,-1.0487,0.32335,-0.56193,-0.074253,-0.16531,8.64E-04,2.84E-03,-0.089029,-0.071605,Imbalance
-0.046271,-0.92537,-0.18684,0.39653,0.035623,-0.15021,-1.88E-04,3.35E-03,-0.091988,-0.068646,Imbalance
-0.048139,-1.0002,0.28271,-0.41651,-0.067515,-0.15671,6.33E-04,2.98E-03,-0.092317,-0.074892,Imbalance
-0.048094,-0.9687,-0.12183,0.14934,-0.011822,-0.15391,6.75E-04,3.31E-03,-0.093303,-0.066344,Imbalance
-0.049679,-0.95237,0.13435,-0.043803,-0.0086303,-0.15049,1.90E-04,3.92E-03,-0.092646,-0.044974,Imbalance
-0.051065,-1.0293,0.010516,-0.16612,-0.025799,-0.15911,7.03E-04,3.71E-03,-0.089029,-0.047604,Imbalance
-0.04948,-0.91767,-0.013628,0.2597,0.050203,-0.1452,3.85E-04,3.58E-03,-0.089687,-0.036426,Imbalance
-0.052746,-1.0488,0.1388,-0.41657,-0.050032,-0.15862,8.08E-04,3.06E-03,-0.091002,-0.032152,Imbalance
-0.05145,-0.92162,-0.13493,0.40469,0.052323,-0.14497,9.52E-04,3.00E-03,-0.091988,-0.015056,Imbalance
-0.053722,-1.0129,0.1683,-0.46843,-0.056025,-0.15467,-7.87E-05,3.39E-03,-0.09166,-0.041686,Imbalance
-0.054248,-0.95259,-0.16175,0.35281,0.038295,-0.15031,2.07E-04,3.19E-03,-0.092317,-0.057796,Imbalance
-0.051181,-0.97814,0.17151,-0.26901,-0.015721,-0.14806,4.78E-04,2.99E-03,-0.089358,-0.040371,Imbalance
-0.054113,-0.98095,-0.090024,0.099703,0.0028924,-0.15221,2.22E-04,2.88E-03,-0.088043,-0.012754,Imbalance
-0.051046,-0.9467,0.069486,0.035213,-0.0044875,-0.14607,4.79E-04,3.17E-03,-0.086728,0.001712,Imbalance
-0.050815,-0.99773,0.026992,-0.22943,-0.054271,-0.15388,1.41E-04,2.87E-03,-0.085084,-0.010124,Imbalance
-0.043762,-0.90394,-0.060502,0.34828,0.029791,-0.13882,3.91E-04,3.12E-03,-0.080153,-0.049577,Imbalance
-0.032628,-0.98645,0.11785,-0.40364,-0.048433,-0.13819,1.30E-03,3.20E-03,-0.078837,-0.075221,Imbalance
-0.033911,-0.9003,-0.14311,0.46304,0.058624,-0.13232,7.40E-04,3.70E-03,-0.076207,-0.054508,Imbalance
-0.034238,-0.97357,0.17548,-0.40197,-0.045292,-0.13967,2.98E-04,3.75E-03,-0.075879,-0.037412,Imbalance
-0.034623,-0.92038,-0.15428,0.35172,0.018603,-0.13686,2.13E-04,3.32E-03,-0.074892,-0.045303,Imbalance
-0.033635,-0.92209,0.15116,-0.18467,-0.034309,-0.13699,2.42E-04,3.50E-03,-0.071933,-0.032481,Imbalance
-0.034001,-0.93354,-0.091558,0.026643,-0.026126,-0.14205,8.71E-04,3.29E-03,-0.069632,-0.022289,Imbalance
-0.033186,-0.87132,0.052644,0.1103,0.0051275,-0.13466,1.42E-04,3.14E-03,-0.066673,-0.031823,Imbalance
-0.031986,-0.95498,0.030327,-0.31901,-0.066212,-0.14349,3.22E-05,3.00E-03,-0.063385,-0.041029,Imbalance
-0.031646,-0.86102,-0.062693,0.38973,0.0085638,-0.13379,5.09E-04,2.71E-03,-0.058125,0.006315,Imbalance
-0.032018,-0.96066,0.13719,-0.45821,-0.11331,-0.14307,3.10E-04,3.09E-03,-0.052864,-0.008809,Imbalance
-0.028597,-0.87545,-0.14048,0.45948,-0.01206,-0.13266,5.48E-04,3.17E-03,-0.052864,-0.033467,Imbalance
-0.033199,-0.95583,0.15245,-0.42217,-0.087176,-0.14125,6.79E-05,3.33E-03,-0.05681,-0.067988,Imbalance
-0.033398,-0.94505,-0.13478,0.2684,0.0011582,-0.14057,-3.46E-05,3.10E-03,-0.055166,-0.085084,Imbalance
-0.03866,-0.96524,0.13267,-0.13489,-0.015965,-0.1414,3.40E-04,3.17E-03,-0.053522,-0.068317,Imbalance
-0.039738,-1.0207,-0.039182,-0.043308,-0.023005,-0.14618,4.09E-04,3.21E-03,-0.050234,-0.033467,Imbalance
-0.041137,-0.94676,0.0054289,0.22527,0.029438,-0.13959,2.01E-04,3.28E-03,-0.048262,-0.022946,Imbalance
-0.040508,-1.0361,0.072553,-0.35629,-0.046898,-0.1481,2.74E-04,3.18E-03,-0.050892,-0.0167,Imbalance
-0.038609,-0.9232,-0.09791,0.49517,0.041738,-0.13652,3.91E-04,2.89E-03,-0.052536,-0.010453,Imbalance
-0.035349,-1.0247,0.15791,-0.43306,-0.070393,-0.1432,5.63E-04,3.37E-03,-0.052864,-0.029193,Imbalance
-0.035509,-0.94371,-0.1425,0.4939,0.025231,-0.1366,3.16E-04,3.14E-03,-0.052864,-0.036755,Imbalance
-0.025446,-1.0011,0.16504,-0.3386,-0.060649,-0.13065,4.65E-04,3.32E-03,-0.052864,-0.015384,Imbalance
-0.0066752,-0.97587,-0.099175,0.25567,-0.028439,-0.11338,5.15E-04,2.90E-03,-0.050892,-0.025905,Imbalance
-0.014755,-0.95564,0.08039,-0.060769,-0.043275,-0.11924,6.20E-04,3.03E-03,-0.051878,-0.039385,Imbalance
-0.012066,-1.0194,-0.015818,-0.15179,-0.068113,-0.12402,4.64E-04,3.39E-03,-0.052536,-0.045631,Imbalance
-0.012759,-0.92541,-0.02621,0.29623,0.0092896,-0.11481,3.35E-04,3.28E-03,-0.052536,-0.044645,Imbalance
-0.013337,-1.042,0.086547,-0.55567,-0.074433,-0.12505,1.43E-04,3.24E-03,-0.049577,-0.036426,Imbalance
-0.0079715,-0.90656,-0.11095,0.47495,0.046542,-0.10823,2.62E-04,3.15E-03,-0.049248,-0.011439,Imbalance
-0.0086839,-1.0149,0.18373,-0.62686,-0.044451,-0.11685,6.15E-04,3.49E-03,-0.052536,-0.013741,Imbalance
-0.0078047,-0.94183,-0.15739,0.39937,0.047165,-0.10933,-2.74E-05,3.31E-03,-0.052864,-0.043988,Imbalance
-0.010847,-0.98128,0.1682,-0.33983,-0.025452,-0.11434,-4.15E-04,3.13E-03,-0.058125,-0.060426,Imbalance
-0.010519,-0.99938,-0.1029,0.11955,-0.0096387,-0.1165,5.57E-04,2.66E-03,-0.063056,-0.057467,Imbalance
-0.008793,-0.98013,0.068075,-0.02536,-0.0030873,-0.10972,6.62E-04,2.69E-03,-0.060426,-0.008809,Imbalance
-0.0099032,-1.0912,-0.0027973,-0.38278,-0.053289,-0.12072,-3.48E-04,2.96E-03,-0.060097,-0.009795,Imbalance
-0.0056741,-0.94739,-0.047822,0.35593,0.01622,-0.10476,-4.29E-04,3.04E-03,-0.059111,-0.042015,Imbalance
-0.0062388,-1.1388,0.097402,-0.59695,-0.089456,-0.11804,9.89E-05,3.15E-03,-0.056481,-0.040371,Imbalance
-3.95E-05,-0.90679,-0.13286,0.50237,0.022078,-0.090994,2.62E-05,3.08E-03,-0.05681,0.007301,Imbalance
-0.0057126,-1.0978,0.12393,-0.70075,-0.078486,-0.10471,3.02E-04,3.17E-03,-0.060097,0.023082,Imbalance
0.0033168,-0.87122,-0.14053,0.31896,0.0043632,-0.071271,2.43E-04,3.06E-03,-0.062399,-0.016371,Imbalance
-0.00032829,-0.94224,0.097572,-0.44312,-0.045299,-0.072876,4.27E-04,3.32E-03,-0.063714,-0.053522,Imbalance
0.0094135,-0.83632,-0.089903,-0.11593,-0.034624,-0.040976,9.13E-04,3.52E-03,-0.060755,-0.045631,Imbalance
0.010723,-0.62845,0.028404,0.0069725,-0.012201,-0.019975,5.64E-04,3.20E-03,-0.058782,-0.030837,Imbalance
0.010357,-0.83007,0.033929,-0.58666,-0.083078,-0.032435,3.66E-04,2.91E-03,-0.057139,-0.024919,Imbalance
0.013187,-0.61455,-0.075933,0.37244,0.0031878,-0.0098086,4.26E-04,2.97E-03,-0.055823,-0.041686,Imbalance
-0.011296,-0.86583,0.10896,-0.78467,-0.10285,-0.048189,6.00E-04,3.06E-03,-0.053193,-0.055823,Imbalance
-0.0025487,-0.6343,-0.13074,0.4309,0.0057634,-0.020027,7.64E-04,3.39E-03,-0.049906,-0.057796,Imbalance
-0.010859,-0.77472,0.17947,-0.55522,-0.079237,-0.034573,1.97E-04,3.04E-03,-0.046947,-0.028864,Imbalance
-0.007856,-0.64162,-0.12152,0.23918,-0.017436,-0.018684,-2.04E-04,2.92E-03,-0.046289,-0.014069,Imbalance
-0.0096978,-0.65468,0.12077,-0.20205,-0.043719,-0.019198,3.92E-04,3.01E-03,-0.049248,-0.031166,Imbalance
-0.0069191,-0.69806,-0.046751,-0.12069,-0.044008,-0.015942,4.01E-04,3.27E-03,-0.050234,-0.067002,Imbalance
-0.0066944,-0.53281,0.010662,0.18133,-0.0029139,-0.0033862,-1.00E-04,3.48E-03,-0.048919,-0.052207,Imbalance
-0.009839,-0.67493,0.082799,-0.42633,-0.078319,-0.014741,5.08E-04,2.86E-03,-0.046289,-0.010453,Imbalance
-0.0069511,-0.43015,-0.10923,0.43626,0.025694,0.0074933,-5.96E-06,2.87E-03,-0.042015,-0.024261,Imbalance
-0.0092807,-0.62539,0.17645,-0.55938,-0.066783,-0.0054157,-3.42E-04,3.25E-03,-0.037083,-0.049906,Imbalance
-0.0055714,-0.42029,-0.16216,0.42618,0.032547,0.014385,2.52E-04,2.88E-03,-0.036097,-0.039714,Imbalance
-0.0044612,-0.53068,0.1784,-0.40679,-0.049326,0.0092851,-7.39E-05,3.15E-03,-0.036426,-0.033796,Imbalance
-0.00075185,-0.43805,-0.12965,0.18246,-0.0062602,0.021668,1.26E-04,2.71E-03,-0.035768,-0.012426,Imbalance
-0.0028696,-0.39365,0.11237,-0.072711,-0.026402,0.022265,-8.34E-06,3.17E-03,-0.038399,-0.006508,Imbalance
-0.0038194,-0.4831,0.0043094,-0.18437,-0.053012,0.019766,-4.89E-05,3.31E-03,-0.035768,-0.017357,Imbalance
-0.0019712,-0.31459,-0.030737,0.27342,0.004299,0.033234,8.20E-04,3.06E-03,-0.033138,-0.041357,Imbalance
-0.0033317,-0.52363,0.11563,-0.49748,-0.086604,0.023106,7.58E-04,3.04E-03,-0.031494,-0.017686,Imbalance
0.00026212,-0.30253,-0.12451,0.46695,0.013201,0.044133,4.09E-04,3.24E-03,-0.033796,0.000397,Imbalance
-0.0052248,-0.49823,0.17149,-0.51819,-0.081164,0.030363,5.69E-04,3.20E-03,-0.036426,-0.007165,Imbalance
-0.00084169,-0.32658,-0.14924,0.39178,0.009341,0.048667,2.69E-04,3.20E-03,-0.03544,-0.025576,Imbalance
-0.0024332,-0.40741,0.17358,-0.33109,-0.047405,0.045745,2.57E-04,2.99E-03,-0.035111,-0.022617,Imbalance
0.036162,-0.37422,-0.078074,0.090427,-0.01996,0.085005,9.02E-04,3.00E-03,-0.03544,-0.007823,Imbalance
0.039351,-0.30451,0.059921,0.033697,-0.012979,0.096598,4.77E-06,3.83E-03,-0.036097,0.012561,Imbalance
0.038003,-0.42024,0.029889,-0.25308,-0.060103,0.091511,-6.08E-05,2.86E-03,-0.036426,0.011246,Imbalance
0.045486,-0.2052,-0.054783,0.33519,0.015244,0.11103,6.07E-04,3.08E-03,-0.03807,-0.010782,Imbalance
0.041154,-0.38421,0.12782,-0.51979,-0.07706,0.097901,5.88E-04,2.68E-03,-0.041357,-0.00585,Imbalance
0.044491,-0.15256,-0.1407,0.45117,0.016721,0.11559,2.69E-04,3.09E-03,-0.043659,0.016506,Imbalance
0.043227,-0.31768,0.18745,-0.51234,-0.080413,0.10588,5.84E-05,3.11E-03,-0.041357,0.013548,Imbalance
0.04711,-0.16144,-0.14493,0.32081,-0.0070374,0.11929,1.67E-04,2.92E-03,-0.043001,-0.027549,Imbalance
0.044729,-0.19511,0.15306,-0.24572,-0.046089,0.11922,-2.05E-04,3.18E-03,-0.046289,-0.04596,Imbalance
0.044337,-0.19671,-0.071503,-0.0072824,-0.026242,0.11888,-1.45E-04,3.02E-03,-0.050234,-0.007823,Imbalance
0.045319,-0.078199,0.042301,0.1135,0.0081656,0.1291,-1.69E-04,3.20E-03,-0.056152,0.024397,Imbalance
0.043298,-0.2335,0.048775,-0.35482,-0.043378,0.1206,-8.58E-05,3.15E-03,-0.063056,0.026698,Imbalance
0.04394,-0.031518,-0.082236,0.39123,0.056273,0.13574,4.07E-04,2.68E-03,-0.066015,0.002698,Imbalance
0.039627,-0.24409,0.16947,-0.56385,-0.037039,0.12177,4.89E-04,3.25E-03,-0.064372,-0.005521,Imbalance
0.043888,-0.029463,-0.1553,0.44738,0.05768,0.13965,4.34E-04,2.84E-03,-0.061741,0.006972,Imbalance
0.043786,-0.17374,0.16842,-0.50085,-0.043115,0.13459,6.63E-04,3.24E-03,-0.060097,0.017822,Imbalance
0.048708,-0.055337,-0.13079,0.24457,-0.00067875,0.14735,3.97E-04,3.09E-03,-0.060426,0.021767,Imbalance
0.048759,-0.066825,0.1223,-0.19238,-0.04289,0.14937,1.10E-03,3.11E-03,-0.060426,0.006643,Imbalance
0.050235,-0.11792,-0.017205,-0.13741,-0.060553,0.15146,-1.31E-05,3.40E-03,-0.060426,-0.00059,Imbalance
0.051961,0.033221,-0.0013613,0.16663,-0.014623,0.16285,8.18E-04,2.95E-03,-0.060097,0.003027,Imbalance
0.051698,-0.13736,0.1093,-0.46168,-0.089495,0.15663,2.83E-04,3.11E-03,-0.05681,0.011575,Imbalance
0.055857,0.10181,-0.10906,0.41452,0.013156,0.17315,6.20E-04,2.88E-03,-0.054508,0.005657,Imbalance
0.055555,-0.088666,0.18168,-0.54687,-0.073071,0.1668,8.14E-04,3.12E-03,-0.054837,-0.012754,Imbalance
0.054554,0.12821,-0.14695,0.39739,0.033729,0.17756,-9.01E-04,3.46E-03,-0.058125,-0.011768,Imbalance
0.05139,0.024551,0.18439,-0.38357,-0.033673,0.17207,1.18E-03,2.76E-03,-0.058782,0.008945,Imbalance
0.055773,0.085315,-0.11193,0.16794,0.0087822,0.17909,1.39E-03,2.96E-03,-0.056152,0.024068,Imbalance
0.054715,0.11949,0.10899,-0.04458,0.00022688,0.18085,-1.53E-03,3.13E-03,-0.051221,0.000725,Imbalance
0.055709,0.03378,-0.016159,-0.15391,-0.027854,0.17916,9.89E-05,3.16E-03,-0.048262,-0.018343,Imbalance
0.060529,0.21045,-0.015307,0.29082,0.013156,0.19471,5.69E-04,2.84E-03,-0.045631,-0.010782,Imbalance
0.058604,0.050361,0.08993,-0.35286,-0.089289,0.18697,-2.10E-04,2.57E-03,-0.039714,-0.0167,Imbalance
0.059534,0.21051,-0.10901,0.45588,-0.0056758,0.19264,9.75E-04,2.84E-03,-0.039714,-0.037412,Imbalance
0.055324,0.10892,0.070435,-0.41052,-0.059801,0.18636,1.51E-04,3.36E-03,-0.040371,-0.042344,Imbalance
0.053771,0.17751,-0.15277,0.37035,0.012129,0.187,-1.20E-04,3.25E-03,-0.043001,-0.012097,Imbalance
0.051037,0.12412,0.091269,-0.21313,-0.017751,0.1842,5.40E-04,2.55E-03,-0.047604,-0.004864,Imbalance
0.051673,0.11166,-0.13408,0.13292,-0.0039352,0.18237,7.37E-04,3.18E-03,-0.050563,-0.020645,Imbalance
0.050299,0.14433,0.054324,0.057215,0.0080885,0.18356,1.27E-03,3.64E-03,-0.047275,-0.05944,Imbalance
0.050126,0.049385,-0.04736,-0.19447,-0.014642,0.17938,6.32E-05,3.19E-03,-0.045303,-0.070289,Imbalance
0.05379,0.15727,-0.037284,0.32512,0.052201,0.18681,-1.87E-04,3.31E-03,-0.046618,-0.051878,Imbalance
0.053778,0.052551,0.030181,-0.38589,-0.0028304,0.18171,1.99E-03,2.52E-03,-0.049248,-0.030508,Imbalance
0.054618,0.1643,-0.10524,0.42055,0.050178,0.186,4.91E-04,3.02E-03,-0.047933,-0.018672,Imbalance
0.052783,0.073126,0.05907,-0.33592,-0.0097928,0.18258,-6.54E-04,3.53E-03,-0.044645,-0.02722,Imbalance
0.057012,0.11974,-0.11818,0.32193,0.021076,0.18582,1.22E-03,2.58E-03,-0.047604,-0.030508,Imbalance
0.059598,0.11049,0.029815,-0.11082,0.0090969,0.1904,4.73E-04,3.12E-03,-0.048919,-0.008151,Imbalance
0.059541,0.085463,-0.0955,0.081074,0.02473,0.18605,6.00E-04,2.42E-03,-0.052536,0.01026,Imbalance
0.062108,0.16508,-0.0010936,0.17005,0.043755,0.19184,5.07E-04,3.53E-03,-0.053522,-0.018343,Imbalance
0.050036,0.081411,-0.061086,-0.18667,0.0039393,0.17466,-2.80E-04,3.04E-03,-0.056481,-0.031166,Imbalance
0.039678,0.1963,-0.057971,0.38614,0.048527,0.1701,7.92E-04,2.75E-03,-0.063056,-0.002562,Imbalance
0.04093,0.084108,0.00068305,-0.32237,-0.0011348,0.1669,-1.19E-05,2.86E-03,-0.069632,0.016835,Imbalance
0.042746,0.18415,-0.11018,0.43221,0.047101,0.17124,3.22E-05,2.97E-03,-0.070289,0.01026,Imbalance
0.043927,0.11951,0.058437,-0.23304,0.0025199,0.17091,7.22E-04,3.18E-03,-0.071605,-0.014727,Imbalance
0.046789,0.1531,-0.1398,0.29381,0.03105,0.17293,8.34E-06,2.74E-03,-0.069632,-0.023933,Imbalance
0.047893,0.15524,0.058583,-0.027454,0.01983,0.17622,4.11E-04,3.02E-03,-0.068317,-0.020974,Imbalance
0.050614,0.097388,-0.11035,0.012658,0.0090134,0.17494,9.75E-04,2.99E-03,-0.069303,-0.012097,Imbalance
0.04899,0.16651,0.0083251,0.21764,0.028597,0.17819,3.17E-04,3.15E-03,-0.069303,-0.015384,Imbalance
0.046263,0.053405,-0.04203,-0.27186,-0.02303,0.17081,6.82E-04,3.09E-03,-0.071605,-0.025248,Imbalance
0.04693,0.17498,-0.067536,0.41208,0.032855,0.17417,1.06E-03,2.90E-03,-0.073906,-0.02459,Imbalance
0.04376,0.062312,0.0076193,-0.32886,-0.022176,0.16861,8.43E-04,3.47E-03,-0.071605,-0.030179,Imbalance
0.046102,0.12799,-0.11969,0.4055,0.039541,0.17165,1.02E-03,3.34E-03,-0.066673,-0.023933,Imbalance
0.042932,0.055531,0.045611,-0.21541,0.00070859,0.16827,7.09E-04,3.23E-03,-0.068974,-0.030179,Imbalance
0.042181,0.059384,-0.10772,0.22362,0.031416,0.16502,5.21E-04,3.02E-03,-0.071276,-0.040042,Imbalance
0.038748,0.081944,0.019715,0.061378,0.028237,0.165,1.03E-03,2.51E-03,-0.069632,-0.04333,Imbalance
0.038427,0.0067756,-0.072039,-0.028116,0.012546,0.15829,6.79E-05,3.02E-03,-0.069303,-0.028535,Imbalance
0.042855,0.10849,-0.040862,0.32106,0.055631,0.16835,3.77E-04,2.75E-03,-0.067988,-0.014727,Imbalance
0.039486,-0.0019324,-0.029545,-0.25258,-0.012568,0.15913,7.67E-04,2.99E-03,-0.072262,-0.034453,Imbalance
0.042245,0.11474,-0.086447,0.46733,0.055894,0.16728,-1.19E-06,2.84E-03,-0.076536,-0.058782,Imbalance
0.038119,0.025495,0.028258,-0.26069,-0.024797,0.16042,3.78E-04,2.98E-03,-0.078509,-0.044974,Imbalance
0.046596,0.10715,-0.12565,0.41437,0.02685,0.16708,2.79E-04,2.98E-03,-0.079824,-0.012754,Imbalance
0.028698,0.085591,0.040013,-0.092728,-0.023955,0.15126,1.72E-04,3.06E-03,-0.080153,-0.024919,Imbalance
0.013527,0.07495,-0.1287,0.21798,-0.004115,0.13421,4.84E-04,3.09E-03,-0.07818,-0.053522,Imbalance
0.018937,0.11312,0.023196,0.16554,0.010587,0.14309,3.10E-04,3.22E-03,-0.074563,-0.050234,Imbalance
0.016447,0.023543,-0.097277,-0.067752,-0.01102,0.13561,7.02E-04,3.35E-03,-0.073577,-0.019987,Imbalance
0.020092,0.12293,-0.026405,0.38421,0.047454,0.14396,6.64E-04,3.18E-03,-0.07292,-0.001905,Imbalance
0.016646,-0.00035264,-0.017084,-0.26552,-0.023467,0.13604,5.52E-04,3.04E-03,-0.071276,-0.005521,Imbalance
0.0199,0.10533,-0.091411,0.48361,0.043132,0.14294,1.01E-03,2.92E-03,-0.068317,-0.032152,Imbalance
0.01576,0.018772,0.038796,-0.23534,-0.023981,0.13624,1.09E-03,3.06E-03,-0.06733,-0.06733,Imbalance
0.016409,0.059698,-0.12466,0.37541,0.029631,0.13706,7.49E-04,3.01E-03,-0.068317,-0.050234,Imbalance
0.01447,0.032155,0.031154,-0.030839,0.003798,0.13617,9.04E-04,2.94E-03,-0.069961,0.001054,Imbalance
