G1x,G1y,G1z,G2x,G2y,G2z,Vb1,Vb2,Ac1,AC2,Lables
0.988,-0.055,-0.145,0.038,1.3578,1.1193,6.13E+00,4.75E+00,-0.00322,-0.01111,Healthy
0.965,-0.102,-0.117,0.4758,0.9329,0.9548,6.13E+00,4.75E+00,-0.002891,-0.011439,Healthy
1.047,0.098,-0.117,0.4399,0.6754,1.2066,6.13E+00,4.75E+00,-0.002891,-0.010782,Healthy
0.98,-0.02,-0.133,0.5296,0.5306,0.8779,6.13E+00,4.75E+00,-0.002234,-0.010124,Healthy
0.969,-0.082,-0.117,0.0491,-0.8354,0.6339,6.12E+00,4.74E+00,-0.003549,-0.008809,Healthy
1.043,0.109,-0.129,-0.4025,-1.2234,0.9644,6.12E+00,4.74E+00,-0.002562,-0.009138,Healthy
0.984,0.039,-0.133,-0.5097,-2.048,0.6502,6.12E+00,4.74E+00,-0.001247,-0.009467,Healthy
1.031,0.09,-0.117,-0.2454,-1.9658,1.0056,6.12E+00,4.74E+00,-0.000261,-0.009795,Healthy
1.016,0.094,-0.164,0.0065,-1.6151,0.9685,6.12E+00,4.74E+00,0.000397,-0.01111,Healthy
0.988,-0.047,-0.133,-0.6507,-1.3964,0.9734,6.12E+00,4.74E+00,0.001383,-0.012754,Healthy
0.969,-0.086,-0.121,-0.1976,-0.965,1.0252,6.11E+00,4.74E+00,0.002698,-0.013083,Healthy
1,0.102,-0.133,0.0764,-0.5657,0.8616,6.11E+00,4.73E+00,0.002369,-0.011439,Healthy
0.996,-0.031,-0.125,0.8071,0.7085,0.7362,6.11E+00,4.73E+00,0.001712,-0.010782,Healthy
0.953,-0.016,-0.133,0.099,0.9215,1.0663,6.11E+00,4.73E+00,0.001383,-0.010782,Healthy
1.004,0.117,-0.129,-0.0271,2.048,1.1339,6.11E+00,4.73E+00,0.000068,-0.010453,Healthy
1.023,-0.008,-0.125,0.3849,1.7654,1.1898,6.11E+00,4.73E+00,0.000397,-0.010453,Healthy
0.977,-0.121,-0.148,0.4246,2.048,0.9942,6.11E+00,4.73E+00,-0.000918,-0.010453,Healthy
0.996,0.105,-0.125,-0.2196,2.048,1.1445,6.11E+00,4.73E+00,-0.002562,-0.012426,Healthy
1.027,0.031,-0.121,-0.2993,2.048,0.9328,6.10E+00,4.73E+00,-0.003877,-0.012097,Healthy
0.977,0.145,-0.152,0.1062,1.6796,1.3002,6.10E+00,4.72E+00,-0.004535,-0.01111,Healthy
1.02,0.027,-0.125,0.2382,1.1393,0.8706,6.10E+00,4.72E+00,-0.004864,-0.010782,Healthy
0.98,-0.035,-0.152,0.7042,0.9239,0.8869,6.10E+00,4.72E+00,-0.004206,-0.010782,Healthy
0.965,0.141,-0.117,0.3792,-0.2466,0.7154,6.10E+00,4.72E+00,-0.003877,-0.010124,Healthy
0.988,-0.055,-0.129,0.1052,-0.7447,0.9924,6.10E+00,4.72E+00,-0.002891,-0.008809,Healthy
0.992,-0.008,-0.152,-0.0776,-1.3716,0.9268,6.10E+00,4.72E+00,-0.001576,-0.007823,Healthy
0.977,-0.102,-0.121,-0.476,-1.8604,0.9672,6.10E+00,4.72E+00,-0.000261,-0.008151,Healthy
1.039,0.102,-0.121,-0.2913,-1.8768,0.9234,6.10E+00,4.71E+00,-0.000261,-0.008151,Healthy
0.992,0.008,-0.137,0.0443,-1.8859,0.9597,6.09E+00,4.71E+00,0.000068,-0.008151,Healthy
1.051,-0.086,-0.125,0.1614,-1.556,0.8072,6.09E+00,4.71E+00,0.001054,-0.007823,Healthy
0.957,-0.152,-0.16,-0.1547,-0.6483,1.2283,6.09E+00,4.71E+00,0.001054,-0.007165,Healthy
0.996,0.031,-0.125,0.3268,-0.1867,1.1545,6.09E+00,4.71E+00,0.001054,-0.009138,Healthy
1.043,-0.059,-0.117,0.8148,0.3095,0.8229,6.09E+00,4.71E+00,0.000725,-0.009467,Healthy
0.973,-0.16,-0.156,0.3121,0.7666,0.6703,6.09E+00,4.71E+00,0.000068,-0.009138,Healthy
0.988,0.047,-0.141,0.0795,1.2883,1.287,6.09E+00,4.71E+00,-0.000261,-0.008809,Healthy
1.027,0.063,-0.125,0.1891,2.048,0.9803,6.08E+00,4.70E+00,-0.000261,-0.008809,Healthy
0.957,0.16,-0.121,-0.8116,1.9497,1.2515,6.08E+00,4.70E+00,-0.00059,-0.009138,Healthy
0.996,0.008,-0.125,-0.574,1.9351,1.0944,6.08E+00,4.70E+00,0.000068,-0.00848,Healthy
0.969,-0.055,-0.133,0.1931,2.048,1.3935,6.08E+00,4.70E+00,0.001712,-0.007494,Healthy
0.969,-0.063,-0.133,-0.1856,1.6684,1.221,6.08E+00,4.70E+00,0.001383,-0.007494,Healthy
1.016,0.035,-0.121,0.1131,0.3128,0.8271,6.08E+00,4.70E+00,0.002698,-0.007494,Healthy
1,-0.059,-0.141,0.0487,-0.4574,0.4026,6.08E+00,4.70E+00,0.003684,-0.006836,Healthy
0.969,-0.07,-0.117,0.4551,-0.7741,1.0726,6.07E+00,4.69E+00,0.005986,-0.007165,Healthy
1.039,0.055,-0.121,0.2722,-1.0933,0.8688,6.07E+00,4.69E+00,0.006643,-0.006179,Healthy
0.973,-0.09,-0.152,0.0183,-1.5961,0.9411,6.07E+00,4.69E+00,0.007958,-0.006179,Healthy
0.977,-0.055,-0.113,-0.6075,-1.8239,0.6158,6.07E+00,4.69E+00,0.009602,-0.005521,Healthy
1.035,0.078,-0.109,-0.2594,-1.6521,1.294,6.07E+00,4.69E+00,0.01026,-0.004864,Healthy
0.977,-0.066,-0.148,-0.1582,-1.5482,1.0763,6.07E+00,4.69E+00,0.010917,-0.003549,Healthy
0.984,-0.023,-0.121,-0.3487,-1.6494,0.9833,6.07E+00,4.69E+00,0.011575,-0.002891,Healthy
1.031,0.082,-0.121,-0.3038,-1.2197,0.8975,6.07E+00,4.69E+00,0.012232,-0.002562,Healthy
0.98,-0.027,-0.148,0.0939,0.6829,0.9301,6.07E+00,4.68E+00,0.013548,-0.002562,Healthy
0.996,-0.043,-0.141,0.2816,1.0017,1.1411,6.06E+00,4.68E+00,0.014205,-0.001247,Healthy
1.027,0.086,-0.121,0.0372,1.3562,1.257,6.06E+00,4.68E+00,0.014534,-0.001905,Healthy
0.977,0,-0.148,0.258,1.7789,1.0295,6.06E+00,4.68E+00,0.015191,-0.002891,Healthy
1.035,0.117,-0.121,0.5042,2.048,0.9545,6.06E+00,4.68E+00,0.015849,-0.002562,Healthy
0.996,0.051,-0.125,-0.5073,2.048,1.3788,6.06E+00,4.68E+00,0.015849,-0.002562,Healthy
0.996,-0.047,-0.129,-0.1434,1.936,1.1471,6.06E+00,4.68E+00,0.016835,-0.002562,Healthy
0.949,-0.168,-0.113,0.1418,1.6118,0.9548,6.06E+00,4.68E+00,0.016835,-0.001247,Healthy
1.004,0.035,-0.137,0.0221,1.8604,0.9852,6.05E+00,4.67E+00,0.016835,-0.000918,Healthy
1,-0.016,-0.125,-0.1881,1.3839,0.8343,6.05E+00,4.67E+00,0.016178,-0.001247,Healthy
0.961,-0.16,-0.156,0.1664,-0.5738,0.9034,6.05E+00,4.67E+00,0.016178,-0.000261,Healthy
0.992,0.109,-0.121,0.7575,-0.9591,0.9289,6.05E+00,4.67E+00,0.01552,-0.00059,Healthy
0.996,0,-0.129,0.0585,-0.851,1.098,6.05E+00,4.67E+00,0.014863,-0.001247,Healthy
0.996,0.156,-0.164,0.1873,-1.7337,0.9115,6.05E+00,4.67E+00,0.014534,-0.001247,Healthy
1.023,0.051,-0.117,-0.8154,-1.8394,0.9273,6.05E+00,4.67E+00,0.013876,-0.00059,Healthy
0.98,0,-0.148,-0.1043,-1.5056,1.1158,6.04E+00,4.66E+00,0.013548,-0.000261,Healthy
0.984,-0.09,-0.137,-0.2356,-1.6628,0.7005,6.04E+00,4.66E+00,0.013548,-0.001247,Healthy
0.977,-0.086,-0.133,-0.4593,-1.4447,0.8617,6.04E+00,4.66E+00,0.013548,-0.000918,Healthy
0.996,-0.039,-0.137,-0.4933,-0.9501,1.0475,6.04E+00,4.66E+00,0.013548,-0.000261,Healthy
0.973,0.125,-0.113,0.1474,-0.6548,0.4372,6.04E+00,4.66E+00,0.013219,0.0000678,Healthy
0.965,-0.105,-0.133,0.5439,1.2824,1.0958,6.04E+00,4.66E+00,0.013876,0.000725,Healthy
0.992,-0.027,-0.148,0.3291,2.048,1.2552,6.04E+00,4.66E+00,0.013548,0.001054,Healthy
0.992,-0.051,-0.121,0.3006,2.048,0.8157,6.04E+00,4.66E+00,0.012561,0.001712,Healthy
1.039,0.105,-0.109,-0.0695,2.048,1.2366,6.04E+00,4.65E+00,0.011904,0.000725,Healthy
0.984,0.008,-0.145,-0.6161,2.048,1.1524,6.03E+00,4.65E+00,0.01026,0.000725,Healthy
0.988,-0.039,-0.133,0.4516,1.9788,0.767,6.03E+00,4.65E+00,0.008945,0.0000678,Healthy
0.965,-0.117,-0.145,-0.0903,1.5328,0.8771,6.03E+00,4.65E+00,0.008616,0.000725,Healthy
1.008,0.047,-0.145,0.1792,0.9168,0.7051,6.03E+00,4.65E+00,0.005657,0.0000678,Healthy
1.027,-0.043,-0.141,0.0938,0.7267,0.8944,6.03E+00,4.65E+00,0.004999,0.000397,Healthy
0.969,-0.113,-0.141,0.1004,0.4994,1.0282,6.03E+00,4.65E+00,0.004342,0.00204,Healthy
0.992,0.074,-0.141,0.3241,-0.8411,0.7151,6.03E+00,4.65E+00,0.003356,0.002698,Healthy
1.039,-0.059,-0.129,-0.1145,-2.0464,0.7863,6.02E+00,4.64E+00,0.002698,0.002369,Healthy
0.957,-0.07,-0.141,-0.8366,-1.8233,0.9592,6.02E+00,4.64E+00,0.003356,0.002369,Healthy
1,0.082,-0.129,-0.6664,-1.8406,0.8446,6.02E+00,4.64E+00,0.003684,0.003027,Healthy
1.043,0.07,-0.121,-0.4743,-1.9736,0.9794,6.02E+00,4.64E+00,0.004671,0.002698,Healthy
0.973,0.051,-0.125,-0.5779,-1.3385,0.709,6.02E+00,4.64E+00,0.004342,0.002369,Healthy
1.012,0.035,-0.129,-0.3152,-0.9765,0.6419,6.02E+00,4.64E+00,0.004342,0.002369,Healthy
0.977,-0.125,-0.156,0.1536,-0.3125,0.9619,6.02E+00,4.64E+00,0.005328,0.002698,Healthy
0.961,-0.074,-0.109,0.9543,-0.0866,1.2703,6.01E+00,4.63E+00,0.004013,0.003027,Healthy
1.012,0.031,-0.117,0.7682,0.7346,0.994,6.01E+00,4.63E+00,0.004342,0.003027,Healthy
0.977,-0.074,-0.164,0.1221,1.7874,1.0363,6.01E+00,4.63E+00,0.004342,0.003356,Healthy
0.965,-0.074,-0.125,0.2164,2.048,1.3374,6.01E+00,4.63E+00,0.004342,0.003356,Healthy
1.016,0.004,-0.117,-0.174,2.048,0.9133,6.01E+00,4.63E+00,0.004013,0.003027,Healthy
0.996,-0.066,-0.156,-0.2075,2.048,1.0652,6.01E+00,4.63E+00,0.003684,0.002698,Healthy
0.969,-0.102,-0.117,-0.2027,1.8435,1.1046,6.01E+00,4.63E+00,0.003684,0.002698,Healthy
1.012,0.07,-0.125,-0.2076,1.2005,0.6268,6.01E+00,4.63E+00,0.003684,0.002698,Healthy
0.98,-0.047,-0.141,-0.1741,0.9673,0.9736,6.01E+00,4.62E+00,0.003684,0.00204,Healthy
0.961,-0.094,-0.121,0.3882,0.7653,1.1209,6.00E+00,4.62E+00,0.003027,0.00204,Healthy
1.051,0.109,-0.121,0.3421,-0.078,0.3966,6.00E+00,4.62E+00,0.002369,0.001712,Healthy
0.961,-0.023,-0.145,0.5399,-0.172,0.9199,6.00E+00,4.62E+00,0.001712,0.001383,Healthy
0.969,-0.078,-0.121,-0.8097,-1.0447,1.1181,6.00E+00,4.62E+00,0.001054,0.001383,Healthy
1.047,0.113,-0.125,-0.5545,-1.5565,1.1088,6.00E+00,4.62E+00,-0.000261,0.001383,Healthy
0.996,0,-0.137,-0.8103,-2.0304,1.0147,6.00E+00,4.62E+00,-0.000261,0.000725,Healthy
1.031,0.09,-0.121,-0.3488,-2.048,0.7963,6.00E+00,4.62E+00,-0.001247,-0.000261,Healthy
0.969,0.086,-0.117,0.0808,-1.6226,0.7268,6.00E+00,4.61E+00,-0.00059,-0.00059,Healthy
0.984,-0.027,-0.129,-0.7211,-0.4268,1.2101,5.99E+00,4.61E+00,-0.000261,-0.00059,Healthy
0.957,-0.105,-0.117,0.4549,-0.4405,0.6843,5.99E+00,4.61E+00,-0.000918,-0.00059,Healthy
1.008,0.105,-0.137,1.0199,1.502,1.3595,5.99E+00,4.61E+00,-0.00059,-0.000261,Healthy
1,-0.039,-0.125,0.0741,1.5872,0.8545,5.99E+00,4.61E+00,-0.001247,-0.000261,Healthy
0.969,-0.043,-0.137,0.337,1.2207,0.8923,5.99E+00,4.61E+00,-0.000918,0.000725,Healthy
1.004,0.113,-0.121,-0.2146,2.048,1.3793,5.99E+00,4.61E+00,-0.001576,0.000725,Healthy
1.02,-0.008,-0.121,-0.0098,2.048,0.9509,5.98E+00,4.61E+00,-0.001576,0.000725,Healthy
0.984,-0.094,-0.145,0.019,1.8009,1.0392,5.98E+00,4.60E+00,-0.002234,0.000725,Healthy
0.992,0.121,-0.117,-0.4587,1.7699,0.9005,5.98E+00,4.60E+00,-0.002562,0.001383,Healthy
1.027,0.031,-0.121,-0.2351,1.3203,0.7527,5.98E+00,4.60E+00,-0.002891,0.001383,Healthy
0.984,0.152,-0.156,0.5525,0.2265,0.8029,5.98E+00,4.60E+00,-0.003549,0.000725,Healthy
1.004,0.043,-0.129,0.122,0.3813,0.9372,5.98E+00,4.60E+00,-0.00322,0.000725,Healthy
0.98,-0.035,-0.152,0.1495,-0.8709,0.7625,5.98E+00,4.60E+00,-0.004206,0.000725,Healthy
0.965,-0.094,-0.098,0.3117,-1.362,1.1098,5.98E+00,4.60E+00,-0.004864,0.0000678,Healthy
1.016,0.02,-0.133,-0.1563,-1.1138,1.0546,5.98E+00,4.60E+00,-0.005521,-0.00059,Healthy
0.98,-0.016,-0.137,-0.2278,-2.0157,0.6906,5.98E+00,4.59E+00,-0.006508,-0.00059,Healthy
0.98,-0.105,-0.117,-0.3697,-1.71,0.7593,5.97E+00,4.59E+00,-0.006179,-0.000918,Healthy
1.035,0.094,-0.117,-0.7055,-1.6502,0.7245,5.97E+00,4.59E+00,-0.006508,-0.00059,Healthy
1,0.008,-0.141,-0.1857,-1.4846,0.8658,5.97E+00,4.59E+00,-0.006836,-0.00059,Healthy
1.047,-0.086,-0.117,-0.5134,-1.1939,1.0731,5.97E+00,4.59E+00,-0.007823,-0.000918,Healthy
0.969,-0.152,-0.148,0.9889,1.346,0.8416,5.97E+00,4.59E+00,-0.007494,0.000397,Healthy
0.984,0.02,-0.133,0.0113,1.4144,0.8438,5.97E+00,4.59E+00,-0.007823,0.000397,Healthy
1.039,-0.063,-0.113,0.1911,1.4769,0.9563,5.97E+00,4.59E+00,-0.006836,0.000725,Healthy
0.973,-0.164,-0.164,0.0993,2.048,1.0643,5.96E+00,4.58E+00,-0.007165,0.001383,Healthy
0.977,0.016,-0.129,0.2254,2.0465,1.3726,5.96E+00,4.58E+00,-0.006179,0.000725,Healthy
1.031,0.07,-0.125,-0.1342,1.5253,0.9859,5.96E+00,4.58E+00,-0.00585,0.0000678,Healthy
1.047,0.137,-0.16,-0.1372,1.3567,0.7877,5.96E+00,4.58E+00,-0.005521,0.000397,Healthy
0.996,0.008,-0.129,-0.691,1.8792,0.999,5.96E+00,4.58E+00,-0.005521,0.001054,Healthy
0.98,-0.07,-0.145,-0.2478,1.7653,1.5393,5.96E+00,4.58E+00,-0.004864,0.001383,Healthy
0.969,-0.07,-0.117,0.2356,1.3552,0.818,5.96E+00,4.58E+00,-0.005521,0.000725,Healthy
1.016,0.031,-0.121,0.1368,-0.4335,0.8112,5.95E+00,4.57E+00,-0.006179,0.00204,Healthy
0.961,-0.004,-0.141,0.1431,-0.5449,0.795,5.95E+00,4.57E+00,-0.006836,0.002698,Healthy
0.965,-0.074,-0.121,0.2193,-1.6965,0.8801,5.95E+00,4.57E+00,-0.007165,0.003356,Healthy
1.031,0.055,-0.125,-0.2249,-1.4878,1.1097,5.95E+00,4.57E+00,-0.006836,0.003356,Healthy
0.996,-0.086,-0.148,0.0147,-1.3931,1.1327,5.95E+00,4.57E+00,-0.006508,0.003684,Healthy
0.961,-0.063,-0.113,-0.0578,-1.7525,0.3402,5.95E+00,4.57E+00,-0.007494,0.004013,Healthy
1.027,0.086,-0.121,-0.46,-1.5017,1.1783,5.95E+00,4.57E+00,-0.007165,0.004671,Healthy
0.973,-0.074,-0.16,-0.2028,-1.2764,1.1281,5.95E+00,4.57E+00,-0.006179,0.005328,Healthy
0.988,-0.027,-0.121,-0.4703,-0.9783,0.9118,5.95E+00,4.57E+00,-0.00585,0.005986,Healthy
1.035,0.086,-0.129,-0.3486,0.0211,1.2553,5.94E+00,4.56E+00,-0.006179,0.006972,Healthy
0.992,-0.023,-0.16,0.4573,1.4167,1.0245,5.94E+00,4.56E+00,-0.006508,0.006643,Healthy
0.996,-0.047,-0.125,0.5007,1.8333,0.987,5.94E+00,4.56E+00,-0.005193,0.00763,Healthy
1.023,0.09,-0.117,0.2861,1.9215,0.9755,5.94E+00,4.56E+00,-0.004535,0.008616,Healthy
0.98,0.086,-0.148,0.2453,2.048,0.876,5.94E+00,4.56E+00,-0.004206,0.009273,Healthy
1.047,0.113,-0.121,-0.3082,2.048,0.9256,5.94E+00,4.56E+00,-0.004206,0.008945,Healthy
1,0.043,-0.137,0.1143,1.6757,1.492,5.94E+00,4.56E+00,-0.003549,0.009273,Healthy
0.992,-0.059,-0.121,0.0665,1.4656,0.8848,5.94E+00,4.56E+00,-0.001905,0.01026,Healthy
0.957,-0.172,-0.117,0.3051,1.4538,1.0188,5.93E+00,4.55E+00,-0.001247,0.010917,Healthy
0.996,0.039,-0.121,0.0705,1.1685,0.7577,5.93E+00,4.55E+00,-0.001576,0.010589,Healthy
0.992,-0.02,-0.125,0.3345,0.3907,0.7952,5.93E+00,4.55E+00,-0.00059,0.010917,Healthy
0.969,-0.164,-0.156,0.2921,-1.3378,0.8199,5.93E+00,4.55E+00,0.000725,0.01026,Healthy
0.992,0.07,-0.129,0.1307,-1.741,0.7352,5.93E+00,4.55E+00,0.003356,0.01026,Healthy
1,-0.008,-0.117,0.0149,-1.9297,0.8153,5.93E+00,4.55E+00,0.005328,0.01026,Healthy
0.992,-0.141,-0.141,-0.7886,-2.048,0.7727,5.93E+00,4.55E+00,0.005328,0.010589,Healthy
0.996,0.125,-0.133,-0.8528,-2.0341,0.575,5.92E+00,4.55E+00,0.007958,0.011246,Healthy
1.02,0.008,-0.125,-0.2816,-0.9927,0.9076,5.92E+00,4.54E+00,0.008945,0.011904,Healthy
0.992,0.137,-0.152,-0.5844,-0.3795,1.0979,5.92E+00,4.54E+00,0.009931,0.013548,Healthy
1.016,0.074,-0.117,-0.6492,-0.8071,1.2097,5.92E+00,4.54E+00,0.009602,0.014534,Healthy
1.004,-0.035,-0.133,0.9136,-0.6302,0.8311,5.92E+00,4.54E+00,0.00763,0.015849,Healthy
0.965,0.137,-0.125,-0.1643,1.1984,0.9754,5.92E+00,4.54E+00,0.008287,0.017164,Healthy
0.984,-0.09,-0.141,-0.0587,1.9553,0.6952,5.92E+00,4.54E+00,0.010917,0.017493,Healthy
0.992,-0.051,-0.148,-0.149,1.7855,1.1992,5.92E+00,4.54E+00,0.011904,0.018479,Healthy
0.98,-0.063,-0.125,-0.5252,1.8561,0.7235,5.92E+00,4.54E+00,0.013219,0.018808,Healthy
1.043,0.102,-0.121,-0.6709,2.048,0.8347,5.91E+00,4.53E+00,0.011904,0.018479,Healthy
0.977,-0.016,-0.148,-0.1926,2.0048,1.1604,5.91E+00,4.53E+00,0.012561,0.01815,Healthy
0.988,-0.023,-0.129,-0.1718,1.5856,0.7115,5.91E+00,4.53E+00,0.013876,0.01815,Healthy
1.027,0.098,-0.117,0.0092,0.8389,0.7366,5.91E+00,4.53E+00,0.015191,0.01815,Healthy
0.98,0.012,-0.145,0.2482,0.3318,0.8616,5.91E+00,4.53E+00,0.01552,0.017822,Healthy
1.023,-0.02,-0.133,0.0393,0.3336,1.0588,5.91E+00,4.53E+00,0.015191,0.017493,Healthy
0.977,-0.113,-0.145,0.3227,-0.2503,0.9644,5.91E+00,4.53E+00,0.016506,0.018479,Healthy
0.996,0.047,-0.141,-0.4652,-2.048,0.8444,5.91E+00,4.53E+00,0.01815,0.01815,Healthy
1.031,0.113,-0.125,-0.8964,-2.048,0.453,5.90E+00,4.52E+00,0.02078,0.01815,Healthy
1.004,0.063,-0.121,-1.0342,-1.8622,0.8741,5.90E+00,4.52E+00,0.021438,0.01815,Healthy
1.012,-0.02,-0.121,-0.5111,-1.4609,1.1251,5.90E+00,4.52E+00,0.019794,0.018808,Healthy
0.957,0.09,-0.117,-0.0333,-1.4894,0.6843,5.90E+00,4.52E+00,0.018479,0.019794,Healthy
1.004,-0.039,-0.125,0.2584,-0.6512,1.0739,5.90E+00,4.52E+00,0.017164,0.019794,Healthy
1.008,0.012,-0.121,0.5314,0.9642,1.0909,5.90E+00,4.52E+00,0.015191,0.021109,Healthy
0.973,-0.141,-0.168,0.2796,1.0191,1.0799,5.90E+00,4.52E+00,0.011904,0.02078,Healthy
0.969,-0.063,-0.113,0.4312,1.2124,1.2282,5.89E+00,4.52E+00,0.009931,0.021109,Healthy
1.008,0.023,-0.121,0.2286,1.7754,1.1017,5.89E+00,4.51E+00,0.009273,0.021109,Healthy
0.977,-0.121,-0.156,-0.5476,2.048,0.9771,5.89E+00,4.51E+00,0.008945,0.022096,Healthy
0.957,-0.078,-0.121,-0.0713,2.048,1.2869,5.89E+00,4.51E+00,0.008945,0.022753,Healthy
1.016,0.02,-0.137,0.2816,2.048,1.0868,5.89E+00,4.51E+00,0.006972,0.024068,Healthy
0.992,-0.082,-0.156,0.2299,2.048,1.2043,5.89E+00,4.51E+00,0.006315,0.024068,Healthy
0.973,-0.102,-0.121,-0.0677,2.0232,1.2747,5.89E+00,4.51E+00,0.005986,0.024397,Healthy
1.004,0.039,-0.129,0.5169,0.5186,0.9274,5.89E+00,4.51E+00,0.006315,0.025383,Healthy
0.977,-0.07,-0.148,0.4148,-0.4914,0.9036,5.89E+00,4.51E+00,0.006643,0.025383,Healthy
0.965,-0.094,-0.117,0.383,-0.7514,1.1583,5.88E+00,4.50E+00,0.005657,0.025383,Healthy
1.035,0.086,-0.113,-0.3225,-1.1341,0.803,5.88E+00,4.50E+00,0.005986,0.025712,Healthy
0.98,-0.039,-0.148,-0.3276,-1.3854,0.9096,5.88E+00,4.50E+00,0.005657,0.024726,Healthy
0.961,-0.078,-0.121,-0.609,-1.7101,1.0705,5.88E+00,4.50E+00,0.004999,0.024726,Healthy
1.043,0.105,-0.121,0.1901,-1.9525,0.6888,5.88E+00,4.50E+00,0.005657,0.024397,Healthy
0.965,0.035,-0.141,0.3018,-1.5787,0.9177,5.88E+00,4.50E+00,0.004342,0.024397,Healthy
1.039,0.098,-0.125,-0.5995,-1.2726,1.0273,5.88E+00,4.50E+00,0.003356,0.024397,Healthy
1.012,0.074,-0.145,-0.9512,-1.1449,0.9482,5.88E+00,4.50E+00,0.003356,0.024726,Healthy
0.996,-0.023,-0.133,0.3828,0.7423,0.7653,5.87E+00,4.50E+00,0.002369,0.024726,Healthy
0.973,-0.121,-0.152,0.7522,0.938,0.7031,5.87E+00,4.49E+00,-0.000261,0.024397,Healthy
1,0.098,-0.137,-0.1222,1.8254,0.9479,5.87E+00,4.49E+00,-0.001576,0.023739,Healthy
1,-0.047,-0.125,-0.0616,1.1678,0.9827,5.87E+00,4.49E+00,-0.003877,0.024397,Healthy
0.961,-0.078,-0.133,-0.3228,1.5345,0.9891,5.87E+00,4.49E+00,-0.005521,0.024726,Healthy
1.004,0.109,-0.129,0.2907,2.048,1.2867,5.87E+00,4.49E+00,-0.004535,0.023739,Healthy
1.039,-0.02,-0.125,-0.2467,2.048,1.0896,5.87E+00,4.49E+00,-0.005521,0.024397,Healthy
1.008,-0.039,-0.141,-0.1725,1.8952,0.6257,5.86E+00,4.49E+00,-0.005521,0.025383,Healthy
0.996,0.117,-0.125,-0.5481,1.2461,1.0945,5.86E+00,4.48E+00,-0.006508,0.023739,Healthy
1.027,0.02,-0.125,0.0399,1.2156,1.1827,5.86E+00,4.48E+00,-0.00585,0.024068,Healthy
0.984,0.141,-0.16,0.1812,-0.6509,0.6242,5.86E+00,4.48E+00,-0.004535,0.024068,Healthy
1.023,0.051,-0.125,0.4475,-1.5573,0.9894,5.86E+00,4.48E+00,-0.00322,0.024068,Healthy
0.973,-0.055,-0.164,-0.22,-1.7415,0.5293,5.86E+00,4.48E+00,-0.004206,0.024068,Healthy
0.977,-0.09,-0.117,-0.3177,-1.626,0.9297,5.86E+00,4.48E+00,-0.003549,0.023739,Healthy
1.012,0.016,-0.125,-0.6768,-2.048,0.8907,5.86E+00,4.48E+00,-0.003549,0.023739,Healthy
0.996,-0.031,-0.152,-0.2275,-1.7257,0.7833,5.86E+00,4.48E+00,-0.004535,0.023739,Healthy
0.965,-0.105,-0.113,-0.7116,-1.7281,0.6153,5.86E+00,4.48E+00,-0.005193,0.023739,Healthy
1.016,0.07,-0.117,-0.8798,-1.0304,0.9365,5.85E+00,4.47E+00,-0.006179,0.024397,Healthy
0.988,-0.012,-0.152,0.3034,-0.6818,1.0736,5.85E+00,4.47E+00,-0.007165,0.025055,Healthy
0.988,-0.098,-0.109,1.3074,-0.4532,1.1714,5.85E+00,4.47E+00,-0.007823,0.024726,Healthy
1.055,0.117,-0.117,-0.3943,1.436,0.6329,5.85E+00,4.47E+00,-0.006179,0.024726,Healthy
0.996,0.004,-0.141,-0.2393,1.8154,0.9502,5.85E+00,4.47E+00,-0.006179,0.024068,Healthy
1.047,0.098,-0.121,-0.1734,1.7968,1.3781,5.85E+00,4.47E+00,-0.006836,0.024068,Healthy
0.992,0.109,-0.137,0.3293,2.048,0.9454,5.85E+00,4.47E+00,-0.006836,0.024726,Healthy
0.992,0.004,-0.137,0.6615,2.048,1.0267,5.85E+00,4.47E+00,-0.006508,0.024726,Healthy
0.961,-0.125,-0.148,-0.3277,1.5884,1.2216,5.84E+00,4.46E+00,-0.004864,0.025383,Healthy
0.93,-0.051,-0.109,0.1145,1.8124,1.1679,5.84E+00,4.46E+00,-0.004535,0.024726,Healthy
1,0,-0.125,-0.0111,1.1216,1.0998,5.84E+00,4.46E+00,-0.003549,0.024068,Healthy
0.969,-0.098,-0.141,0.4863,0.4448,1.0118,5.84E+00,4.46E+00,-0.002562,0.024068,Healthy
0.969,-0.059,-0.125,0.4323,0.3869,0.9608,5.84E+00,4.46E+00,-0.001576,0.023739,Healthy
1.02,0.023,-0.125,-0.4542,-1.4429,1.0718,5.84E+00,4.46E+00,-0.001905,0.024068,Healthy
0.984,-0.035,-0.145,-0.8929,-1.8001,1.1787,5.84E+00,4.46E+00,-0.002562,0.023739,Healthy
0.961,-0.07,-0.117,-0.6597,-2.048,0.6665,5.83E+00,4.46E+00,-0.00322,0.023411,Healthy
1.035,0.047,-0.125,0.0842,-1.4465,0.6165,5.83E+00,4.45E+00,-0.003549,0.023411,Healthy
0.977,-0.063,-0.145,-0.1919,-1.8921,0.7464,5.83E+00,4.45E+00,-0.002562,0.023411,Healthy
0.961,-0.066,-0.117,-0.5738,-1.0542,1.1439,5.83E+00,4.45E+00,-0.00322,0.023739,Healthy
1.027,0.074,-0.121,0.2253,-0.7392,0.9815,5.83E+00,4.45E+00,-0.002891,0.024068,Healthy
0.977,-0.07,-0.152,1.2046,-0.0983,1.0118,5.83E+00,4.45E+00,-0.002234,0.024397,Healthy
