G1x,G1y,G1z,G2x,G2y,G2z,Vb1,Vb2,Ac1,AC2,Lables
0.98,-0.098,-0.113,-0.5991,-1.634,0.6843,6.63E+00,5.27E+00,0.001712,-0.014727,Healthy
1.02,0.074,-0.125,-0.5298,-0.5802,1.2558,6.62E+00,5.27E+00,0.002369,-0.014069,Healthy
0.984,-0.004,-0.137,-0.1148,-0.2156,1.0936,6.62E+00,5.26E+00,0.00204,-0.014398,Healthy
0.984,-0.078,-0.129,-0.0724,-0.271,1.0842,6.62E+00,5.26E+00,0.001712,-0.014727,Healthy
1.043,0.113,-0.117,1.0502,0.1932,1.0611,6.62E+00,5.26E+00,0.001712,-0.015056,Healthy
0.984,0.012,-0.145,0.5001,1.1211,0.8586,6.62E+00,5.26E+00,0.00204,-0.014727,Healthy
1.039,0.098,-0.125,0.1141,1.9926,1.2223,6.62E+00,5.26E+00,0.00204,-0.015056,Healthy
0.992,0.121,-0.121,-0.0043,2.048,0.8621,6.62E+00,5.26E+00,0.002369,-0.015384,Healthy
0.977,-0.012,-0.121,-0.2674,2.048,0.7222,6.61E+00,5.26E+00,0.002369,-0.014398,Healthy
0.969,0.09,-0.117,-0.3828,1.7046,1.1182,6.61E+00,5.25E+00,0.002698,-0.014727,Healthy
0.961,-0.043,-0.113,-0.7035,1.5295,0.6916,6.61E+00,5.25E+00,0.003027,-0.014398,Healthy
1.012,-0.012,-0.129,0.2993,0.6184,0.808,6.61E+00,5.25E+00,0.003356,-0.015056,Healthy
0.957,0.074,-0.129,0.1449,0.7921,1.178,6.61E+00,5.25E+00,0.003356,-0.015384,Healthy
0.957,-0.047,-0.121,0.2707,0.2968,0.7555,6.61E+00,5.25E+00,0.004013,-0.016042,Healthy
1.023,0,-0.125,0.5262,-0.5074,0.8198,6.61E+00,5.25E+00,0.004342,-0.017028,Healthy
0.973,-0.027,-0.133,0.3054,-0.8327,1.1599,6.61E+00,5.24E+00,0.004999,-0.017357,Healthy
0.957,-0.051,-0.113,-0.0438,-1.4994,0.7621,6.60E+00,5.24E+00,0.005657,-0.017686,Healthy
1.016,0.027,-0.125,-1.043,-1.9171,0.9892,6.60E+00,5.24E+00,0.006643,-0.017028,Healthy
0.98,-0.094,-0.145,-0.7396,-2.048,0.7829,6.60E+00,5.24E+00,0.00763,-0.017686,Healthy
0.969,-0.059,-0.117,-0.3976,-1.8689,0.5034,6.60E+00,5.24E+00,0.00763,-0.017357,Healthy
1.012,0.027,-0.113,-0.3286,-1.7815,0.6061,6.60E+00,5.24E+00,0.007301,-0.017686,Healthy
0.996,-0.094,-0.148,-0.279,0.3052,0.9358,6.60E+00,5.23E+00,0.00763,-0.017686,Healthy
0.98,-0.035,-0.113,0.2256,1.6377,1.3083,6.59E+00,5.23E+00,0.00763,-0.018015,Healthy
1.02,0.055,-0.125,0.0274,1.6083,0.8434,6.59E+00,5.23E+00,0.006972,-0.018343,Healthy
0.992,0.133,-0.141,-0.1323,1.7461,1.1648,6.59E+00,5.23E+00,0.006643,-0.018672,Healthy
1.008,0.066,-0.125,0.2359,1.9164,0.8245,6.59E+00,5.23E+00,0.006972,-0.019001,Healthy
0.988,-0.008,-0.145,-0.3942,1.7039,1.3033,6.59E+00,5.23E+00,0.007301,-0.018343,Healthy
0.98,0.133,-0.117,-0.6851,1.3161,0.7592,6.59E+00,5.22E+00,0.007958,-0.019001,Healthy
0.973,-0.141,-0.141,-0.5046,1.5726,0.7881,6.58E+00,5.22E+00,0.008287,-0.019658,Healthy
0.988,0.008,-0.137,-0.5843,1.9506,1.1895,6.58E+00,5.22E+00,0.009273,-0.019987,Healthy
0.984,-0.074,-0.121,-0.1653,1.6146,1.0916,6.58E+00,5.22E+00,0.01026,-0.01933,Healthy
0.969,-0.152,-0.152,-0.1686,-0.189,0.4604,6.58E+00,5.22E+00,0.011246,-0.019987,Healthy
0.961,0.035,-0.125,0.3111,-0.3608,0.9262,6.58E+00,5.22E+00,0.012232,-0.020974,Healthy
1.031,-0.059,-0.117,0.0344,-0.424,1.1153,6.58E+00,5.22E+00,0.011246,-0.020645,Healthy
0.996,-0.137,-0.164,0.0471,-1.4524,1.2155,6.58E+00,5.21E+00,0.011904,-0.021631,Healthy
1.008,0.055,-0.141,-0.0967,-1.2958,0.9301,6.57E+00,5.21E+00,0.012561,-0.021631,Healthy
1.023,-0.043,-0.121,-0.5673,-1.7929,0.5781,6.57E+00,5.21E+00,0.012232,-0.021631,Healthy
0.957,-0.148,-0.148,-0.4571,-1.4094,0.7863,6.57E+00,5.21E+00,0.012561,-0.021631,Healthy
1.004,0.09,-0.133,-0.5615,-1.5651,0.8203,6.57E+00,5.21E+00,0.012232,-0.02196,Healthy
1.004,-0.02,-0.133,-0.089,-0.8088,0.9869,6.57E+00,5.21E+00,0.012232,-0.021302,Healthy
0.961,-0.148,-0.156,-0.2888,-0.6961,1.0198,6.57E+00,5.20E+00,0.011904,-0.021302,Healthy
1.004,0.113,-0.129,0.2068,1.3551,1.1663,6.57E+00,5.20E+00,0.011575,-0.021302,Healthy
1.012,0.02,-0.129,0.275,1.1819,0.7443,6.56E+00,5.20E+00,0.011575,-0.021302,Healthy
0.988,0.129,-0.125,0.5461,1.4645,1.1361,6.56E+00,5.20E+00,0.011575,-0.021302,Healthy
1.027,0.043,-0.125,0.4309,1.7538,0.9673,6.56E+00,5.20E+00,0.010917,-0.02196,Healthy
0.961,-0.105,-0.152,0.3166,2.048,0.7318,6.56E+00,5.20E+00,0.010589,-0.022946,Healthy
0.973,-0.043,-0.117,-0.4539,2.048,1.2408,6.56E+00,5.19E+00,0.009273,-0.024261,Healthy
1.023,0.055,-0.129,-0.4286,2.048,1.4192,6.56E+00,5.19E+00,0.009931,-0.025576,Healthy
0.969,-0.086,-0.141,0.0259,1.7312,0.8219,6.55E+00,5.19E+00,0.009602,-0.02722,Healthy
1.035,-0.039,-0.141,0.1131,1.7716,0.9821,6.55E+00,5.19E+00,0.009273,-0.028535,Healthy
1.016,0.063,-0.113,0.2491,1.2748,0.7471,6.55E+00,5.19E+00,0.009931,-0.028864,Healthy
0.973,-0.07,-0.152,0.2358,0.0381,0.7703,6.55E+00,5.19E+00,0.01026,-0.02985,Healthy
0.973,-0.09,-0.129,0.2053,-0.7868,0.999,6.55E+00,5.18E+00,0.01026,-0.031166,Healthy
1.031,0.059,-0.125,0.6163,-1.3489,0.6648,6.55E+00,5.18E+00,0.010917,-0.031494,Healthy
0.977,-0.059,-0.148,-0.7458,-1.5756,0.6957,6.55E+00,5.18E+00,0.009931,-0.031823,Healthy
0.973,-0.098,-0.117,-0.4221,-1.7432,1.0096,6.54E+00,5.18E+00,0.009931,-0.031494,Healthy
1.035,0.035,-0.121,-0.2305,-1.4687,1.1966,6.54E+00,5.18E+00,0.01026,-0.031494,Healthy
0.961,-0.031,-0.145,0.1176,-1.4732,0.9952,6.54E+00,5.18E+00,0.009602,-0.030837,Healthy
0.965,-0.102,-0.125,-0.487,-1.0399,1.1711,6.54E+00,5.18E+00,0.009931,-0.030837,Healthy
1.016,0.059,-0.129,-0.5651,-0.9927,1.1503,6.54E+00,5.17E+00,0.009931,-0.030837,Healthy
0.977,0.063,-0.137,-0.6541,-1.2348,1.0519,6.54E+00,5.17E+00,0.009602,-0.031166,Healthy
1.117,0.094,-0.137,0.1225,1.3035,1.3448,6.54E+00,5.17E+00,0.01026,-0.031166,Healthy
1.004,0.09,-0.133,0.5621,1.963,0.7664,6.54E+00,5.17E+00,0.01026,-0.032152,Healthy
0.984,-0.02,-0.125,-0.3774,1.9558,0.9938,6.53E+00,5.17E+00,0.01026,-0.032809,Healthy
0.965,-0.137,-0.121,-0.4033,1.478,0.9533,6.53E+00,5.17E+00,0.009602,-0.034124,Healthy
1.012,0.105,-0.133,-0.1069,1.5298,0.853,6.53E+00,5.17E+00,0.009602,-0.034782,Healthy
0.969,0.004,-0.129,0.2588,1.6584,0.9034,6.53E+00,5.16E+00,0.009602,-0.034782,Healthy
1,0.137,-0.148,0.0224,1.9444,1.4333,6.53E+00,5.16E+00,0.008616,-0.035768,Healthy
1.027,0.031,-0.129,0.2207,1.2031,0.8417,6.53E+00,5.16E+00,0.008287,-0.036097,Healthy
0.965,-0.109,-0.164,0.1314,0.7893,1.1191,6.52E+00,5.16E+00,0.007301,-0.036755,Healthy
0.977,0.109,-0.129,0.329,0.3408,1.0125,6.52E+00,5.16E+00,0.007301,-0.036426,Healthy
1.012,-0.039,-0.113,0.2145,-0.9623,0.9944,6.52E+00,5.16E+00,0.00763,-0.037412,Healthy
0.973,-0.09,-0.152,0.1718,-0.9827,0.5948,6.52E+00,5.15E+00,0.007958,-0.038399,Healthy
1.008,0.063,-0.113,-0.8477,-1.6062,0.6033,6.52E+00,5.15E+00,0.009273,-0.039056,Healthy
1,-0.059,-0.129,-0.123,-1.911,0.594,6.52E+00,5.15E+00,0.008616,-0.040042,Healthy
0.973,-0.059,-0.148,-0.5929,-1.6665,0.7678,6.51E+00,5.15E+00,0.009931,-0.0407,Healthy
0.977,0.082,-0.121,0.1725,-1.4875,1.0047,6.51E+00,5.15E+00,0.008945,-0.040371,Healthy
0.996,-0.063,-0.129,-0.6298,-0.9571,1.1842,6.51E+00,5.15E+00,0.009602,-0.041029,Healthy
0.98,-0.039,-0.145,-0.6824,-0.9686,0.4638,6.51E+00,5.14E+00,0.009273,-0.040371,Healthy
0.969,-0.105,-0.113,-0.2374,-0.6717,0.9933,6.51E+00,5.14E+00,0.008287,-0.040371,Healthy
1.031,0.047,-0.133,0.4751,-0.3574,1.4459,6.51E+00,5.14E+00,0.008287,-0.039714,Healthy
0.988,-0.012,-0.145,-0.0106,1.8092,0.521,6.51E+00,5.14E+00,0.007301,-0.039714,Healthy
0.98,-0.094,-0.121,0.1443,1.9116,1.2048,6.51E+00,5.14E+00,0.006315,-0.039714,Healthy
1,0.027,-0.117,-0.3407,1.5279,0.8735,6.50E+00,5.14E+00,0.004013,-0.039714,Healthy
0.988,0.004,-0.145,-0.6445,1.8994,0.8653,6.50E+00,5.14E+00,0.003356,-0.040371,Healthy
1.051,-0.078,-0.121,-0.3681,2.048,1.2462,6.50E+00,5.13E+00,0.003027,-0.040371,Healthy
0.977,-0.129,-0.156,-0.0304,1.3923,0.895,6.50E+00,5.13E+00,0.003684,-0.041357,Healthy
0.988,0.02,-0.145,-0.2105,1.0444,0.955,6.50E+00,5.13E+00,0.003356,-0.042015,Healthy
1.039,0.098,-0.133,0.184,0.8779,0.9287,6.50E+00,5.13E+00,0.00204,-0.042344,Healthy
0.996,0.129,-0.133,0.4012,0.8092,0.904,6.50E+00,5.13E+00,0.00204,-0.043001,Healthy
1.004,-0.008,-0.141,0.1305,0.2547,1.257,6.49E+00,5.13E+00,0.001054,-0.043001,Healthy
0.977,0.082,-0.121,-0.2827,-1.3778,0.5807,6.49E+00,5.12E+00,0.001383,-0.043659,Healthy
0.957,-0.055,-0.129,-0.0579,-1.7239,0.7755,6.49E+00,5.12E+00,0.000397,-0.043659,Healthy
1.004,0.008,-0.121,-0.4377,-1.4981,0.5989,6.49E+00,5.12E+00,-0.000261,-0.043659,Healthy
0.961,-0.113,-0.148,-0.6817,-1.6972,0.8883,6.49E+00,5.12E+00,-0.00059,-0.04333,Healthy
0.961,-0.055,-0.125,-0.5861,-2.048,0.8037,6.49E+00,5.12E+00,-0.001576,-0.042344,Healthy
1.023,0.016,-0.121,-0.3521,-1.2893,0.8246,6.48E+00,5.12E+00,-0.001576,-0.042015,Healthy
0.984,-0.07,-0.148,-0.4024,-0.6537,0.9946,6.48E+00,5.12E+00,-0.000918,-0.042015,Healthy
0.953,-0.059,-0.117,-0.4489,-0.4089,1.1613,6.48E+00,5.11E+00,-0.001576,-0.041357,Healthy
1.02,0.035,-0.117,1.1944,0.1655,0.825,6.48E+00,5.11E+00,-0.00059,-0.041357,Healthy
0.992,-0.043,-0.141,0.3964,0.7488,0.9328,6.48E+00,5.11E+00,-0.00059,-0.041029,Healthy
0.973,-0.07,-0.121,-0.2599,1.4308,0.6259,6.48E+00,5.11E+00,-0.001576,-0.041029,Healthy
0.98,0.051,-0.102,-0.6374,2.048,1.1046,6.48E+00,5.11E+00,-0.001576,-0.0407,Healthy
0.996,-0.07,-0.145,-0.2573,2.048,1.4047,6.47E+00,5.11E+00,-0.002562,-0.041357,Healthy
0.977,-0.063,-0.121,0.4233,2.048,0.9774,6.47E+00,5.10E+00,-0.004206,-0.041029,Healthy
1.023,0.074,-0.133,0.3122,2.048,1.2019,6.47E+00,5.10E+00,-0.006179,-0.0407,Healthy
0.98,0.129,-0.145,-0.272,1.6322,1.3543,6.47E+00,5.10E+00,-0.006508,-0.040042,Healthy
1.023,0.012,-0.121,-0.4539,1.7245,1.3444,6.47E+00,5.10E+00,-0.006836,-0.040371,Healthy
0.996,0.02,-0.145,0.4032,0.9714,1.1781,6.47E+00,5.10E+00,-0.007823,-0.040371,Healthy
0.988,-0.098,-0.121,0.6102,0.2016,1.0663,6.47E+00,5.10E+00,-0.007494,-0.040371,Healthy
0.973,-0.129,-0.125,0.3235,0.0266,0.7691,6.47E+00,5.10E+00,-0.007165,-0.040371,Healthy
0.996,0.031,-0.133,-0.5176,-1.9088,0.5911,6.46E+00,5.09E+00,-0.007165,-0.040371,Healthy
0.988,-0.063,-0.117,-1.0776,-1.768,1.1133,6.46E+00,5.09E+00,-0.006836,-0.0407,Healthy
0.969,-0.16,-0.148,-0.4238,-1.5177,0.8749,6.46E+00,5.09E+00,-0.006179,-0.041029,Healthy
0.98,0.035,-0.129,-0.028,-1.7505,0.7539,6.46E+00,5.09E+00,-0.005521,-0.041029,Healthy
0.996,-0.047,-0.129,-0.1071,-1.7877,0.6024,6.46E+00,5.09E+00,-0.005521,-0.040371,Healthy
0.969,-0.152,-0.145,-0.7065,-0.8339,1.1074,6.46E+00,5.09E+00,-0.005193,-0.0407,Healthy
1,0.035,-0.137,0.4637,-0.4396,1.0378,6.45E+00,5.08E+00,-0.00585,-0.040371,Healthy
1.031,-0.027,-0.133,0.6984,0.2309,0.8117,6.45E+00,5.08E+00,-0.006179,-0.039714,Healthy
0.957,-0.156,-0.145,0.5109,0.9867,0.7921,6.45E+00,5.08E+00,-0.006179,-0.039056,Healthy
1.012,0.109,-0.133,-0.2726,0.9584,0.9803,6.45E+00,5.08E+00,-0.006508,-0.037741,Healthy
1.012,-0.023,-0.125,-0.2358,1.7618,1.3771,6.45E+00,5.08E+00,-0.00585,-0.037083,Healthy
0.957,-0.141,-0.152,0.5564,2.048,1.0124,6.45E+00,5.08E+00,-0.006836,-0.036426,Healthy
1,0.145,-0.125,0.3915,2.048,1.3466,6.44E+00,5.08E+00,-0.006508,-0.036097,Healthy
1.02,-0.008,-0.117,0.0092,2.048,1.2194,6.44E+00,5.07E+00,-0.005521,-0.035111,Healthy
0.957,-0.125,-0.152,-0.4246,1.9414,1.2583,6.44E+00,5.07E+00,-0.00585,-0.036097,Healthy
0.988,0.148,-0.129,0.0821,1.1396,1.0805,6.44E+00,5.07E+00,-0.006179,-0.035768,Healthy
1.016,-0.004,-0.129,0.2569,0.6689,0.9733,6.44E+00,5.07E+00,-0.006179,-0.036097,Healthy
0.957,-0.094,-0.148,0.3216,0.574,1.0019,6.44E+00,5.07E+00,-0.006179,-0.035768,Healthy
1.047,0.137,-0.152,0.179,-0.0282,0.7057,6.44E+00,5.07E+00,-0.006179,-0.035768,Healthy
1,-0.023,-0.125,-0.1061,-0.8612,0.7826,6.44E+00,5.07E+00,-0.007165,-0.035111,Healthy
0.98,-0.047,-0.141,-0.6377,-1.6893,1.0586,6.43E+00,5.06E+00,-0.007165,-0.033796,Healthy
0.969,0.141,-0.117,-0.6627,-1.6417,0.6178,6.43E+00,5.06E+00,-0.006508,-0.033467,Healthy
0.992,-0.055,-0.121,-0.3804,-1.5425,0.7921,6.43E+00,5.06E+00,-0.006179,-0.032481,Healthy
1,-0.004,-0.137,0.0961,-1.6832,0.9405,6.43E+00,5.06E+00,-0.004206,-0.031823,Healthy
0.98,0.137,-0.125,-0.3003,-1.8136,0.6977,6.43E+00,5.06E+00,-0.003549,-0.030837,Healthy
0.98,-0.082,-0.137,-0.2058,-1.0854,1.0323,6.43E+00,5.06E+00,-0.002891,-0.030179,Healthy
0.977,-0.055,-0.141,1.213,-0.5853,0.791,6.43E+00,5.05E+00,-0.002234,-0.030179,Healthy
0.98,0.121,-0.121,0.2288,0.6659,0.7867,6.42E+00,5.05E+00,-0.000918,-0.030508,Healthy
0.988,-0.102,-0.145,-0.1436,0.5583,0.7618,6.42E+00,5.05E+00,-0.000918,-0.031166,Healthy
0.973,-0.023,-0.148,-0.203,1.2511,1.1074,6.42E+00,5.05E+00,0.000397,-0.030508,Healthy
0.996,-0.031,-0.121,0.293,2.048,0.9324,6.42E+00,5.05E+00,0.00204,-0.031166,Healthy
1.027,0.094,-0.121,-0.2075,2.048,1.2933,6.42E+00,5.05E+00,0.00204,-0.031166,Healthy
0.988,0.004,-0.145,-0.5879,1.6441,1.0652,6.42E+00,5.05E+00,0.003684,-0.030837,Healthy
1.012,-0.027,-0.129,-0.4737,1.4208,1.1348,6.41E+00,5.04E+00,0.003356,-0.030837,Healthy
0.977,-0.109,-0.148,-0.3919,1.8049,1.1805,6.41E+00,5.04E+00,0.004342,-0.030508,Healthy
0.996,0.031,-0.137,0.0689,0.9546,0.9503,6.41E+00,5.04E+00,0.005328,-0.030837,Healthy
1.031,-0.086,-0.129,0.2977,0.5491,1.0162,6.41E+00,5.04E+00,0.004671,-0.031823,Healthy
0.969,-0.086,-0.148,0.4859,-0.1224,0.4647,6.41E+00,5.04E+00,0.004342,-0.032152,Healthy
0.992,0.047,-0.133,0.6749,-1.1247,0.7499,6.41E+00,5.04E+00,0.005328,-0.032481,Healthy
1.055,0.102,-0.121,0.1057,-0.5829,0.9856,6.41E+00,5.04E+00,0.005328,-0.032152,Healthy
0.984,0.047,-0.117,-0.6358,-1.4657,0.8163,6.41E+00,5.03E+00,0.005657,-0.031823,Healthy
1.008,0,-0.125,-0.2776,-2.048,0.5942,6.40E+00,5.03E+00,0.006315,-0.030837,Healthy
0.969,-0.145,-0.156,-0.4174,-1.6103,0.9909,6.40E+00,5.03E+00,0.005328,-0.030508,Healthy
0.965,-0.055,-0.121,-0.7314,-1.4696,1.3374,6.40E+00,5.03E+00,0.004671,-0.02985,Healthy
1,0.012,-0.125,-0.6526,-1.6185,0.7097,6.40E+00,5.03E+00,0.006315,-0.029193,Healthy
1.012,-0.117,-0.16,0.9485,0.1229,0.9666,6.40E+00,5.03E+00,0.007301,-0.028864,Healthy
0.965,-0.074,-0.121,0.3703,0.6361,0.9194,6.40E+00,5.02E+00,0.007958,-0.028535,Healthy
1.016,0.012,-0.137,0.0302,1.1047,1.0197,6.40E+00,5.02E+00,0.008287,-0.028207,Healthy
0.996,-0.094,-0.152,-0.0661,1.4537,1.3455,6.39E+00,5.02E+00,0.011246,-0.028864,Healthy
0.969,-0.094,-0.125,0.425,1.6901,0.9523,6.39E+00,5.02E+00,0.01289,-0.028864,Healthy
1.004,0.051,-0.133,-0.9371,2.0333,1.0628,6.39E+00,5.02E+00,0.011246,-0.02985,Healthy
0.988,-0.082,-0.156,-0.6867,2.0401,1.2228,6.39E+00,5.02E+00,0.012561,-0.029522,Healthy
0.965,-0.09,-0.121,-0.2338,2.048,1.4404,6.39E+00,5.02E+00,0.013548,-0.030179,Healthy
1.035,0.074,-0.121,0.1643,1.5735,1.1962,6.39E+00,5.01E+00,0.01289,-0.030179,Healthy
0.984,-0.051,-0.152,0.3385,1.1328,0.8091,6.39E+00,5.01E+00,0.014205,-0.030837,Healthy
0.965,-0.078,-0.121,0.2289,-0.3759,0.7275,6.38E+00,5.01E+00,0.01552,-0.031494,Healthy
1.043,0.094,-0.113,0.2146,-0.7169,1.1232,6.38E+00,5.01E+00,0.013876,-0.032809,Healthy
1.012,0.027,-0.121,0.6677,-0.544,1.2056,6.38E+00,5.01E+00,0.013548,-0.032809,Healthy
1.031,0.094,-0.113,-0.2037,-1.0348,1.2428,6.38E+00,5.01E+00,0.016835,-0.033796,Healthy
1.016,0.066,-0.148,0.1378,-1.1353,0.954,6.38E+00,5.01E+00,0.017493,-0.033796,Healthy
0.977,-0.07,-0.129,-0.5969,-1.6253,1.2128,6.38E+00,5.00E+00,0.016178,-0.034124,Healthy
0.965,-0.105,-0.117,-0.2697,-1.5039,1.0637,6.37E+00,5.00E+00,0.017164,-0.034453,Healthy
1,0.074,-0.133,-0.3247,-1.2102,1.0331,6.37E+00,5.00E+00,0.016178,-0.034124,Healthy
0.996,-0.059,-0.129,-0.2552,-0.8698,0.8127,6.37E+00,5.00E+00,0.013548,-0.034124,Healthy
0.969,-0.055,-0.141,-0.4239,-0.9711,0.9884,6.37E+00,5.00E+00,0.014205,-0.033467,Healthy
1,0.09,-0.125,0.535,0.9924,0.9947,6.37E+00,5.00E+00,0.014534,-0.033138,Healthy
1.004,-0.043,-0.125,0.2351,1.4939,1.0482,6.37E+00,5.00E+00,0.012561,-0.032809,Healthy
0.984,-0.098,-0.141,0.3527,2.048,1.1401,6.37E+00,4.99E+00,0.012232,-0.032809,Healthy
0.996,0.098,-0.129,0.3365,2.048,0.9176,6.37E+00,4.99E+00,0.013548,-0.032809,Healthy
1.043,-0.008,-0.117,0.0329,1.8884,1.1519,6.36E+00,4.99E+00,0.013876,-0.032809,Healthy
0.961,-0.141,-0.156,-0.338,1.4831,1.1598,6.36E+00,4.99E+00,0.013219,-0.031494,Healthy
0.988,0.094,-0.129,0.5166,1.6002,0.8658,6.36E+00,4.99E+00,0.012561,-0.032481,Healthy
1.031,0.023,-0.129,-0.1647,1.5664,1.1569,6.36E+00,4.99E+00,0.01289,-0.032152,Healthy
0.992,0.141,-0.148,-0.1755,0.9495,0.4078,6.36E+00,4.99E+00,0.011246,-0.031166,Healthy
1.012,0.012,-0.152,0.5445,0.4229,0.7143,6.36E+00,4.98E+00,0.012561,-0.031823,Healthy
0.977,-0.047,-0.145,0.4527,-1.0853,1.0035,6.36E+00,4.98E+00,0.01289,-0.031823,Healthy
0.973,-0.105,-0.109,-0.3603,-1.117,0.7684,6.35E+00,4.98E+00,0.01026,-0.032152,Healthy
1.031,0.086,-0.121,-0.202,-1.8872,0.8842,6.35E+00,4.98E+00,0.008287,-0.032152,Healthy
0.988,-0.023,-0.145,-0.9879,-2.0452,0.974,6.35E+00,4.98E+00,0.008616,-0.032152,Healthy
0.977,-0.094,-0.117,-1.2034,-1.7983,1.0395,6.35E+00,4.98E+00,0.00763,-0.032481,Healthy
1.055,0.109,-0.109,-0.2753,-1.3769,0.9279,6.35E+00,4.97E+00,0.005657,-0.032809,Healthy
0.988,0.008,-0.133,-0.5355,-1.3731,0.8524,6.35E+00,4.97E+00,0.004671,-0.032809,Healthy
1.043,-0.074,-0.121,-0.5304,-1.0566,0.7626,6.35E+00,4.97E+00,0.005328,-0.031823,Healthy
0.973,-0.145,-0.152,-0.3269,-0.6086,0.8159,6.34E+00,4.97E+00,0.004342,-0.031494,Healthy
0.988,0.023,-0.133,0.9754,0.0032,0.8463,6.34E+00,4.97E+00,0.004342,-0.031494,Healthy
1.027,0.086,-0.117,-0.0366,2.048,0.9294,6.34E+00,4.97E+00,0.003684,-0.030837,Healthy
1.031,0.105,-0.125,0.2852,1.9796,0.9456,6.34E+00,4.97E+00,0.00204,-0.030837,Healthy
0.996,-0.008,-0.129,-0.1875,2.048,1.3113,6.34E+00,4.96E+00,0.000068,-0.030508,Healthy
0.973,0.051,-0.121,-0.5588,2.048,0.8494,6.34E+00,4.96E+00,0.001383,-0.030837,Healthy
0.977,-0.055,-0.137,-0.3933,2.048,1.1967,6.34E+00,4.96E+00,0.001383,-0.030508,Healthy
